Source,Source_Lat,Source_Lon,Destination,Dest_Lat,Dest_Lon,Road Type,Distance (km),Travel Time (hrs)
Thanjavur,10.7867,79.1386,Vellore,12.9165,79.1325,Highway,330.65,7.95
Kanchipuram,12.8342,79.7036,Dindigul,10.3624,77.9695,Highway,494.92,7.73
Pudukkottai,10.3833,78.8167,Madurai,9.9252,78.1198,State Road,307.55,5.38
Nagercoil,8.1773,77.4344,Cuddalore,11.7447,79.768,Local Road,188.18,2.47
Dindigul,10.3624,77.9695,Coimbatore,11.0168,76.9558,Local Road,151.37,2.29
Kanchipuram,12.8342,79.7036,Thanjavur,10.7867,79.1386,State Road,91.82,1.23
Tiruchirappalli,10.7905,78.7047,Vellore,12.9165,79.1325,Highway,108.43,1.81
Vellore,12.9165,79.1325,Thanjavur,10.7867,79.1386,State Road,180.37,2.67
Karur,10.9601,78.0766,Chennai,13.0827,80.2707,Highway,156.79,2.98
Salem,11.6643,78.146,Madurai,9.9252,78.1198,Local Road,444.58,10.22
Krishnagiri,12.5192,78.2138,Pudukkottai,10.3833,78.8167,State Road,317.05,4.41
Dindigul,10.3624,77.9695,Thoothukudi,8.7642,78.1348,State Road,84.84,1.64
Vellore,12.9165,79.1325,Kanchipuram,12.8342,79.7036,Local Road,400.97,5.93
Krishnagiri,12.5192,78.2138,Thanjavur,10.7867,79.1386,State Road,307.54,5.42
Cuddalore,11.7447,79.768,Vellore,12.9165,79.1325,Local Road,63.97,0.97
Karur,10.9601,78.0766,Salem,11.6643,78.146,Highway,95.38,1.84
Chennai,13.0827,80.2707,Sivakasi,9.4486,77.7984,State Road,265.56,4.21
Tiruchirappalli,10.7905,78.7047,Dindigul,10.3624,77.9695,State Road,373.28,6.99
Madurai,9.9252,78.1198,Erode,11.341,77.7172,State Road,373.22,8.19
Dharmapuri,12.1357,78.1603,Nagercoil,8.1773,77.4344,State Road,158.68,3.29
Nagercoil,8.1773,77.4344,Tiruchirappalli,10.7905,78.7047,State Road,187.46,4.06
Karur,10.9601,78.0766,Dharmapuri,12.1357,78.1603,State Road,110.15,1.48
Cuddalore,11.7447,79.768,Erode,11.341,77.7172,State Road,280.82,3.86
Cuddalore,11.7447,79.768,Pudukkottai,10.3833,78.8167,Local Road,384.94,5.63
Cuddalore,11.7447,79.768,Tiruchirappalli,10.7905,78.7047,Local Road,402.6,5.07
Salem,11.6643,78.146,Dindigul,10.3624,77.9695,Highway,89.46,1.87
Erode,11.341,77.7172,Coimbatore,11.0168,76.9558,State Road,388.12,5.0
Pudukkottai,10.3833,78.8167,Dindigul,10.3624,77.9695,Local Road,105.1,1.46
Dharmapuri,12.1357,78.1603,Tiruchirappalli,10.7905,78.7047,State Road,369.09,5.34
Madurai,9.9252,78.1198,Karur,10.9601,78.0766,State Road,269.14,4.07
Kanchipuram,12.8342,79.7036,Krishnagiri,12.5192,78.2138,Local Road,369.38,8.26
Chennai,13.0827,80.2707,Cuddalore,11.7447,79.768,State Road,449.76,6.51
Vellore,12.9165,79.1325,Nagercoil,8.1773,77.4344,Highway,143.68,2.23
Karur,10.9601,78.0766,Erode,11.341,77.7172,Highway,234.22,3.1
Coimbatore,11.0168,76.9558,Tiruchirappalli,10.7905,78.7047,Highway,456.24,7.56
Thanjavur,10.7867,79.1386,Chennai,13.0827,80.2707,Highway,205.7,4.12
Pudukkottai,10.3833,78.8167,Coimbatore,11.0168,76.9558,Local Road,486.12,9.23
Vellore,12.9165,79.1325,Thoothukudi,8.7642,78.1348,Highway,186.38,2.46
Tiruchirappalli,10.7905,78.7047,Vellore,12.9165,79.1325,State Road,365.65,7.38
Cuddalore,11.7447,79.768,Salem,11.6643,78.146,State Road,162.3,2.07
Kanchipuram,12.8342,79.7036,Vellore,12.9165,79.1325,Highway,327.29,6.22
Krishnagiri,12.5192,78.2138,Dindigul,10.3624,77.9695,Local Road,58.94,1.47
Krishnagiri,12.5192,78.2138,Pudukkottai,10.3833,78.8167,Highway,246.85,3.29
Sivakasi,9.4486,77.7984,Dindigul,10.3624,77.9695,Highway,282.09,4.85
Nagercoil,8.1773,77.4344,Chennai,13.0827,80.2707,State Road,200.21,3.62
Nagercoil,8.1773,77.4344,Pudukkottai,10.3833,78.8167,Local Road,260.25,5.19
Coimbatore,11.0168,76.9558,Nagercoil,8.1773,77.4344,Local Road,120.82,1.64
Nagercoil,8.1773,77.4344,Kanchipuram,12.8342,79.7036,Local Road,168.97,2.9
Tirunelveli,8.7139,77.7567,Dindigul,10.3624,77.9695,Highway,393.14,6.46
Dharmapuri,12.1357,78.1603,Sivakasi,9.4486,77.7984,State Road,438.21,6.2
Nagercoil,8.1773,77.4344,Sivakasi,9.4486,77.7984,State Road,245.33,3.31
Cuddalore,11.7447,79.768,Krishnagiri,12.5192,78.2138,Local Road,380.76,6.31
Salem,11.6643,78.146,Vellore,12.9165,79.1325,State Road,437.36,5.85
Tirunelveli,8.7139,77.7567,Nagercoil,8.1773,77.4344,State Road,326.51,5.39
Madurai,9.9252,78.1198,Dindigul,10.3624,77.9695,Highway,204.4,2.67
Coimbatore,11.0168,76.9558,Karur,10.9601,78.0766,Highway,154.06,2.32
Sivakasi,9.4486,77.7984,Kanchipuram,12.8342,79.7036,Local Road,180.03,3.22
Sivakasi,9.4486,77.7984,Karur,10.9601,78.0766,Highway,392.78,6.38
Krishnagiri,12.5192,78.2138,Erode,11.341,77.7172,Local Road,422.98,8.83
Madurai,9.9252,78.1198,Tiruchirappalli,10.7905,78.7047,Local Road,316.98,5.93
Cuddalore,11.7447,79.768,Nagercoil,8.1773,77.4344,Highway,324.93,6.58
Thoothukudi,8.7642,78.1348,Thanjavur,10.7867,79.1386,State Road,394.1,4.99
Cuddalore,11.7447,79.768,Erode,11.341,77.7172,Local Road,448.06,10.83
Coimbatore,11.0168,76.9558,Madurai,9.9252,78.1198,Highway,124.01,1.89
Tirunelveli,8.7139,77.7567,Coimbatore,11.0168,76.9558,State Road,405.05,5.6
Thanjavur,10.7867,79.1386,Tirunelveli,8.7139,77.7567,Local Road,356.57,7.78
Thanjavur,10.7867,79.1386,Kanchipuram,12.8342,79.7036,Local Road,357.86,5.49
Coimbatore,11.0168,76.9558,Pudukkottai,10.3833,78.8167,State Road,190.4,3.33
Coimbatore,11.0168,76.9558,Salem,11.6643,78.146,Local Road,306.64,3.93
Thanjavur,10.7867,79.1386,Vellore,12.9165,79.1325,State Road,275.52,3.55
Karur,10.9601,78.0766,Madurai,9.9252,78.1198,Highway,207.46,4.07
Nagercoil,8.1773,77.4344,Karur,10.9601,78.0766,State Road,484.18,7.8
Cuddalore,11.7447,79.768,Sivakasi,9.4486,77.7984,Local Road,405.09,5.46
Karur,10.9601,78.0766,Tiruchirappalli,10.7905,78.7047,Local Road,439.43,8.95
Thanjavur,10.7867,79.1386,Vellore,12.9165,79.1325,Local Road,50.16,0.85
Erode,11.341,77.7172,Krishnagiri,12.5192,78.2138,Local Road,209.41,2.72
Pudukkottai,10.3833,78.8167,Dindigul,10.3624,77.9695,State Road,115.84,1.8
Pudukkottai,10.3833,78.8167,Tirunelveli,8.7139,77.7567,State Road,95.5,2.26
Tirunelveli,8.7139,77.7567,Sivakasi,9.4486,77.7984,State Road,74.62,1.05
Thanjavur,10.7867,79.1386,Dharmapuri,12.1357,78.1603,Highway,204.18,4.25
Dindigul,10.3624,77.9695,Kanchipuram,12.8342,79.7036,Local Road,234.07,3.81
Coimbatore,11.0168,76.9558,Karur,10.9601,78.0766,State Road,206.29,3.07
Tirunelveli,8.7139,77.7567,Erode,11.341,77.7172,Local Road,279.05,4.89
Salem,11.6643,78.146,Sivakasi,9.4486,77.7984,Local Road,263.8,3.31
Vellore,12.9165,79.1325,Madurai,9.9252,78.1198,Local Road,213.36,3.17
Chennai,13.0827,80.2707,Coimbatore,11.0168,76.9558,Highway,304.04,4.07
Dindigul,10.3624,77.9695,Tirunelveli,8.7139,77.7567,Highway,111.72,1.82
Vellore,12.9165,79.1325,Karur,10.9601,78.0766,State Road,275.56,4.48
Coimbatore,11.0168,76.9558,Krishnagiri,12.5192,78.2138,Local Road,258.32,3.67
Nagercoil,8.1773,77.4344,Erode,11.341,77.7172,Local Road,387.97,5.53
Dindigul,10.3624,77.9695,Tiruchirappalli,10.7905,78.7047,Highway,386.54,5.89
Tiruchirappalli,10.7905,78.7047,Krishnagiri,12.5192,78.2138,Local Road,344.41,5.1
Cuddalore,11.7447,79.768,Thoothukudi,8.7642,78.1348,State Road,290.5,4.34
Thoothukudi,8.7642,78.1348,Thanjavur,10.7867,79.1386,State Road,344.16,6.67
Coimbatore,11.0168,76.9558,Tirunelveli,8.7139,77.7567,Highway,308.7,5.42
Thanjavur,10.7867,79.1386,Dharmapuri,12.1357,78.1603,State Road,64.15,1.17
Cuddalore,11.7447,79.768,Thanjavur,10.7867,79.1386,Highway,337.63,6.16
Pudukkottai,10.3833,78.8167,Sivakasi,9.4486,77.7984,State Road,376.73,6.53
Thanjavur,10.7867,79.1386,Erode,11.341,77.7172,Local Road,349.26,4.77
Salem,11.6643,78.146,Kanchipuram,12.8342,79.7036,Local Road,498.95,6.46
Thanjavur,10.7867,79.1386,Sivakasi,9.4486,77.7984,Local Road,135.33,2.81
Dindigul,10.3624,77.9695,Erode,11.341,77.7172,Highway,104.37,1.41
Krishnagiri,12.5192,78.2138,Dindigul,10.3624,77.9695,State Road,449.97,9.81
Sivakasi,9.4486,77.7984,Thanjavur,10.7867,79.1386,Highway,298.35,5.28
Madurai,9.9252,78.1198,Cuddalore,11.7447,79.768,Local Road,404.12,7.91
Kanchipuram,12.8342,79.7036,Karur,10.9601,78.0766,Highway,70.13,1.01
Pudukkottai,10.3833,78.8167,Dindigul,10.3624,77.9695,Highway,193.35,4.37
Thanjavur,10.7867,79.1386,Tirunelveli,8.7139,77.7567,Highway,442.34,8.13
Sivakasi,9.4486,77.7984,Chennai,13.0827,80.2707,State Road,124.51,1.95
Thanjavur,10.7867,79.1386,Pudukkottai,10.3833,78.8167,State Road,74.46,0.99
Salem,11.6643,78.146,Cuddalore,11.7447,79.768,Highway,403.62,5.55
Kanchipuram,12.8342,79.7036,Tiruchirappalli,10.7905,78.7047,State Road,117.96,2.6
Vellore,12.9165,79.1325,Erode,11.341,77.7172,Local Road,404.97,5.47
Thoothukudi,8.7642,78.1348,Salem,11.6643,78.146,Highway,306.33,5.63
Dharmapuri,12.1357,78.1603,Dindigul,10.3624,77.9695,State Road,328.39,5.76
Dindigul,10.3624,77.9695,Kanchipuram,12.8342,79.7036,Local Road,137.08,3.16
Thoothukudi,8.7642,78.1348,Coimbatore,11.0168,76.9558,State Road,497.04,8.83
Sivakasi,9.4486,77.7984,Thoothukudi,8.7642,78.1348,State Road,476.93,10.79
Dharmapuri,12.1357,78.1603,Tirunelveli,8.7139,77.7567,State Road,370.66,4.72
Nagercoil,8.1773,77.4344,Vellore,12.9165,79.1325,Local Road,71.31,1.15
Dindigul,10.3624,77.9695,Chennai,13.0827,80.2707,Highway,493.66,10.98
Madurai,9.9252,78.1198,Cuddalore,11.7447,79.768,Local Road,439.84,9.94
Vellore,12.9165,79.1325,Pudukkottai,10.3833,78.8167,State Road,107.65,1.85
Coimbatore,11.0168,76.9558,Sivakasi,9.4486,77.7984,State Road,167.32,3.03
Vellore,12.9165,79.1325,Karur,10.9601,78.0766,State Road,438.8,6.91
Thanjavur,10.7867,79.1386,Erode,11.341,77.7172,Highway,482.83,8.33
Coimbatore,11.0168,76.9558,Madurai,9.9252,78.1198,Local Road,393.64,5.62
Karur,10.9601,78.0766,Thanjavur,10.7867,79.1386,State Road,459.32,6.31
Nagercoil,8.1773,77.4344,Thanjavur,10.7867,79.1386,Local Road,188.63,2.87
Dindigul,10.3624,77.9695,Kanchipuram,12.8342,79.7036,Local Road,488.94,6.49
Karur,10.9601,78.0766,Cuddalore,11.7447,79.768,Local Road,385.06,9.48
Madurai,9.9252,78.1198,Karur,10.9601,78.0766,Local Road,294.43,5.16
Tirunelveli,8.7139,77.7567,Krishnagiri,12.5192,78.2138,Local Road,129.41,2.2
Karur,10.9601,78.0766,Madurai,9.9252,78.1198,Highway,308.25,6.95
Kanchipuram,12.8342,79.7036,Erode,11.341,77.7172,State Road,461.58,6.05
Tiruchirappalli,10.7905,78.7047,Vellore,12.9165,79.1325,State Road,258.92,5.57
Nagercoil,8.1773,77.4344,Tirunelveli,8.7139,77.7567,Local Road,440.02,10.58
Salem,11.6643,78.146,Coimbatore,11.0168,76.9558,Local Road,343.13,4.38
Dindigul,10.3624,77.9695,Vellore,12.9165,79.1325,State Road,371.55,6.0
Tiruchirappalli,10.7905,78.7047,Krishnagiri,12.5192,78.2138,State Road,226.6,4.39
Vellore,12.9165,79.1325,Krishnagiri,12.5192,78.2138,Highway,230.27,4.13
Thoothukudi,8.7642,78.1348,Cuddalore,11.7447,79.768,Local Road,133.49,1.81
Dindigul,10.3624,77.9695,Thoothukudi,8.7642,78.1348,Local Road,61.5,1.38
Pudukkottai,10.3833,78.8167,Kanchipuram,12.8342,79.7036,Highway,263.93,3.7
Tiruchirappalli,10.7905,78.7047,Chennai,13.0827,80.2707,Highway,241.13,3.23
Coimbatore,11.0168,76.9558,Karur,10.9601,78.0766,State Road,384.74,9.08
Dharmapuri,12.1357,78.1603,Thanjavur,10.7867,79.1386,Local Road,135.87,2.29
Dharmapuri,12.1357,78.1603,Nagercoil,8.1773,77.4344,Highway,184.86,4.03
Tirunelveli,8.7139,77.7567,Chennai,13.0827,80.2707,Highway,110.19,1.42
Thanjavur,10.7867,79.1386,Coimbatore,11.0168,76.9558,Highway,169.89,2.36
Karur,10.9601,78.0766,Salem,11.6643,78.146,State Road,499.97,8.25
Kanchipuram,12.8342,79.7036,Dharmapuri,12.1357,78.1603,Local Road,456.89,9.16
Pudukkottai,10.3833,78.8167,Dharmapuri,12.1357,78.1603,Highway,381.48,8.86
Tirunelveli,8.7139,77.7567,Krishnagiri,12.5192,78.2138,Local Road,310.22,7.12
Vellore,12.9165,79.1325,Pudukkottai,10.3833,78.8167,Local Road,385.11,9.5
Sivakasi,9.4486,77.7984,Coimbatore,11.0168,76.9558,State Road,88.52,1.9
Karur,10.9601,78.0766,Madurai,9.9252,78.1198,Highway,431.1,6.39
Krishnagiri,12.5192,78.2138,Dindigul,10.3624,77.9695,Highway,366.6,4.88
Coimbatore,11.0168,76.9558,Kanchipuram,12.8342,79.7036,Local Road,120.65,1.79
Cuddalore,11.7447,79.768,Krishnagiri,12.5192,78.2138,Highway,93.74,1.99
Salem,11.6643,78.146,Krishnagiri,12.5192,78.2138,State Road,309.77,6.45
Thanjavur,10.7867,79.1386,Dindigul,10.3624,77.9695,Local Road,414.86,9.25
Dharmapuri,12.1357,78.1603,Sivakasi,9.4486,77.7984,Local Road,277.91,4.19
Kanchipuram,12.8342,79.7036,Dharmapuri,12.1357,78.1603,Highway,124.59,2.12
Coimbatore,11.0168,76.9558,Erode,11.341,77.7172,Local Road,128.64,2.16
Kanchipuram,12.8342,79.7036,Pudukkottai,10.3833,78.8167,Local Road,463.45,11.49
Dharmapuri,12.1357,78.1603,Thoothukudi,8.7642,78.1348,State Road,193.47,4.64
Vellore,12.9165,79.1325,Sivakasi,9.4486,77.7984,Local Road,190.65,4.32
Dindigul,10.3624,77.9695,Tiruchirappalli,10.7905,78.7047,Local Road,180.43,3.39
Madurai,9.9252,78.1198,Vellore,12.9165,79.1325,State Road,463.81,7.58
Sivakasi,9.4486,77.7984,Salem,11.6643,78.146,State Road,430.63,7.25
Chennai,13.0827,80.2707,Tiruchirappalli,10.7905,78.7047,Highway,97.37,1.41
Nagercoil,8.1773,77.4344,Dindigul,10.3624,77.9695,Highway,237.04,5.14
Chennai,13.0827,80.2707,Thoothukudi,8.7642,78.1348,State Road,51.8,0.94
Thoothukudi,8.7642,78.1348,Kanchipuram,12.8342,79.7036,State Road,364.83,4.68
Karur,10.9601,78.0766,Krishnagiri,12.5192,78.2138,State Road,438.99,9.42
Dharmapuri,12.1357,78.1603,Krishnagiri,12.5192,78.2138,Highway,248.04,3.28
Nagercoil,8.1773,77.4344,Erode,11.341,77.7172,Highway,497.64,11.97
Dharmapuri,12.1357,78.1603,Krishnagiri,12.5192,78.2138,Local Road,305.51,7.2
Thanjavur,10.7867,79.1386,Karur,10.9601,78.0766,Highway,219.81,5.24
Coimbatore,11.0168,76.9558,Kanchipuram,12.8342,79.7036,State Road,151.71,3.49
Coimbatore,11.0168,76.9558,Thoothukudi,8.7642,78.1348,Highway,82.41,1.63
Erode,11.341,77.7172,Cuddalore,11.7447,79.768,Highway,84.52,1.3
Tirunelveli,8.7139,77.7567,Sivakasi,9.4486,77.7984,Highway,403.99,5.59
Coimbatore,11.0168,76.9558,Tiruchirappalli,10.7905,78.7047,Highway,478.03,10.03
Thoothukudi,8.7642,78.1348,Tiruchirappalli,10.7905,78.7047,Local Road,463.18,6.83
Madurai,9.9252,78.1198,Erode,11.341,77.7172,Local Road,125.86,1.91
Coimbatore,11.0168,76.9558,Thanjavur,10.7867,79.1386,State Road,150.14,3.54
Madurai,9.9252,78.1198,Tirunelveli,8.7139,77.7567,Local Road,404.09,8.35
Thanjavur,10.7867,79.1386,Coimbatore,11.0168,76.9558,Highway,232.57,3.01
Nagercoil,8.1773,77.4344,Tirunelveli,8.7139,77.7567,Highway,195.55,3.87
Sivakasi,9.4486,77.7984,Salem,11.6643,78.146,Highway,438.91,9.08
Cuddalore,11.7447,79.768,Coimbatore,11.0168,76.9558,Highway,409.0,7.24
Pudukkottai,10.3833,78.8167,Erode,11.341,77.7172,State Road,460.22,8.27
Chennai,13.0827,80.2707,Krishnagiri,12.5192,78.2138,State Road,433.45,9.1
Cuddalore,11.7447,79.768,Karur,10.9601,78.0766,State Road,207.71,2.84
Dindigul,10.3624,77.9695,Nagercoil,8.1773,77.4344,Highway,497.86,9.24
Tirunelveli,8.7139,77.7567,Kanchipuram,12.8342,79.7036,Local Road,52.14,0.97
Dindigul,10.3624,77.9695,Kanchipuram,12.8342,79.7036,State Road,288.84,3.94
Erode,11.341,77.7172,Tirunelveli,8.7139,77.7567,Highway,220.93,4.99
Nagercoil,8.1773,77.4344,Sivakasi,9.4486,77.7984,Local Road,277.73,6.12
Chennai,13.0827,80.2707,Tirunelveli,8.7139,77.7567,Highway,83.33,1.24
Krishnagiri,12.5192,78.2138,Chennai,13.0827,80.2707,State Road,396.46,6.41
Pudukkottai,10.3833,78.8167,Dharmapuri,12.1357,78.1603,Local Road,136.51,1.8
Erode,11.341,77.7172,Vellore,12.9165,79.1325,State Road,485.42,10.71
Sivakasi,9.4486,77.7984,Dindigul,10.3624,77.9695,Highway,339.66,7.49
Kanchipuram,12.8342,79.7036,Salem,11.6643,78.146,Highway,409.64,6.71
Madurai,9.9252,78.1198,Kanchipuram,12.8342,79.7036,Highway,305.69,6.5
Thanjavur,10.7867,79.1386,Madurai,9.9252,78.1198,Highway,266.79,3.96
Karur,10.9601,78.0766,Nagercoil,8.1773,77.4344,State Road,400.71,9.08
Dindigul,10.3624,77.9695,Nagercoil,8.1773,77.4344,Highway,315.68,6.8
Nagercoil,8.1773,77.4344,Pudukkottai,10.3833,78.8167,State Road,160.95,2.3
Madurai,9.9252,78.1198,Vellore,12.9165,79.1325,Local Road,367.91,8.66
Thanjavur,10.7867,79.1386,Dharmapuri,12.1357,78.1603,State Road,295.02,4.95
Chennai,13.0827,80.2707,Krishnagiri,12.5192,78.2138,Highway,382.72,4.98
Vellore,12.9165,79.1325,Coimbatore,11.0168,76.9558,Highway,272.46,3.8
Chennai,13.0827,80.2707,Tiruchirappalli,10.7905,78.7047,Local Road,475.03,6.6
Dindigul,10.3624,77.9695,Kanchipuram,12.8342,79.7036,Local Road,107.8,2.52
Dindigul,10.3624,77.9695,Dharmapuri,12.1357,78.1603,Highway,331.35,5.1
Salem,11.6643,78.146,Cuddalore,11.7447,79.768,State Road,472.81,6.08
Pudukkottai,10.3833,78.8167,Erode,11.341,77.7172,State Road,228.34,2.91
Cuddalore,11.7447,79.768,Dindigul,10.3624,77.9695,Local Road,237.92,3.09
Chennai,13.0827,80.2707,Tiruchirappalli,10.7905,78.7047,State Road,56.32,0.75
Chennai,13.0827,80.2707,Thanjavur,10.7867,79.1386,Highway,185.47,3.47
Cuddalore,11.7447,79.768,Tiruchirappalli,10.7905,78.7047,Highway,479.94,6.53
Vellore,12.9165,79.1325,Chennai,13.0827,80.2707,Highway,340.06,4.6
Madurai,9.9252,78.1198,Coimbatore,11.0168,76.9558,State Road,303.95,4.46
Dindigul,10.3624,77.9695,Kanchipuram,12.8342,79.7036,Local Road,50.25,0.95
Tirunelveli,8.7139,77.7567,Karur,10.9601,78.0766,Local Road,415.76,9.86
Chennai,13.0827,80.2707,Pudukkottai,10.3833,78.8167,Local Road,319.92,4.59
Salem,11.6643,78.146,Coimbatore,11.0168,76.9558,Local Road,245.17,3.19
Kanchipuram,12.8342,79.7036,Thoothukudi,8.7642,78.1348,Local Road,442.32,7.36
Tiruchirappalli,10.7905,78.7047,Cuddalore,11.7447,79.768,Local Road,404.07,6.78
Salem,11.6643,78.146,Krishnagiri,12.5192,78.2138,Local Road,330.03,7.32
Dindigul,10.3624,77.9695,Sivakasi,9.4486,77.7984,State Road,147.04,3.32
Chennai,13.0827,80.2707,Thoothukudi,8.7642,78.1348,Local Road,153.84,2.36
Coimbatore,11.0168,76.9558,Madurai,9.9252,78.1198,State Road,57.01,1.01
Krishnagiri,12.5192,78.2138,Thanjavur,10.7867,79.1386,Local Road,288.13,5.07
Dindigul,10.3624,77.9695,Salem,11.6643,78.146,Local Road,450.78,6.96
Erode,11.341,77.7172,Cuddalore,11.7447,79.768,Local Road,161.08,2.74
Sivakasi,9.4486,77.7984,Chennai,13.0827,80.2707,State Road,177.38,4.16
Madurai,9.9252,78.1198,Pudukkottai,10.3833,78.8167,Local Road,178.8,3.69
Salem,11.6643,78.146,Dharmapuri,12.1357,78.1603,Local Road,453.68,5.87
Thanjavur,10.7867,79.1386,Tirunelveli,8.7139,77.7567,Local Road,412.24,8.68
Salem,11.6643,78.146,Kanchipuram,12.8342,79.7036,Local Road,436.32,6.31
Cuddalore,11.7447,79.768,Pudukkottai,10.3833,78.8167,Local Road,333.34,4.21
Sivakasi,9.4486,77.7984,Salem,11.6643,78.146,Highway,354.92,4.7
Kanchipuram,12.8342,79.7036,Thanjavur,10.7867,79.1386,State Road,482.92,7.66
Chennai,13.0827,80.2707,Nagercoil,8.1773,77.4344,Highway,255.08,4.96
Coimbatore,11.0168,76.9558,Erode,11.341,77.7172,State Road,240.67,4.5
Thanjavur,10.7867,79.1386,Cuddalore,11.7447,79.768,Local Road,455.29,7.29
Krishnagiri,12.5192,78.2138,Nagercoil,8.1773,77.4344,State Road,74.78,1.49
Coimbatore,11.0168,76.9558,Vellore,12.9165,79.1325,Highway,194.46,4.14
Krishnagiri,12.5192,78.2138,Cuddalore,11.7447,79.768,Highway,153.64,3.03
Sivakasi,9.4486,77.7984,Thoothukudi,8.7642,78.1348,State Road,323.13,5.77
Kanchipuram,12.8342,79.7036,Thoothukudi,8.7642,78.1348,Highway,127.98,1.85
Dindigul,10.3624,77.9695,Madurai,9.9252,78.1198,Local Road,119.1,1.93
Tirunelveli,8.7139,77.7567,Thoothukudi,8.7642,78.1348,Local Road,313.5,4.03
Karur,10.9601,78.0766,Krishnagiri,12.5192,78.2138,Highway,355.05,8.4
Krishnagiri,12.5192,78.2138,Tiruchirappalli,10.7905,78.7047,Local Road,396.35,5.59
Dharmapuri,12.1357,78.1603,Chennai,13.0827,80.2707,State Road,251.26,3.3
Erode,11.341,77.7172,Dharmapuri,12.1357,78.1603,State Road,127.01,2.68
Vellore,12.9165,79.1325,Cuddalore,11.7447,79.768,Highway,252.24,3.47
Sivakasi,9.4486,77.7984,Nagercoil,8.1773,77.4344,Local Road,494.01,10.5
Tirunelveli,8.7139,77.7567,Tiruchirappalli,10.7905,78.7047,State Road,137.19,1.93
Salem,11.6643,78.146,Erode,11.341,77.7172,State Road,475.72,9.22
Tiruchirappalli,10.7905,78.7047,Dharmapuri,12.1357,78.1603,State Road,319.82,4.6
Karur,10.9601,78.0766,Thanjavur,10.7867,79.1386,Local Road,122.88,1.93
Vellore,12.9165,79.1325,Erode,11.341,77.7172,Highway,410.65,8.45
Pudukkottai,10.3833,78.8167,Karur,10.9601,78.0766,Highway,325.58,5.27
Thanjavur,10.7867,79.1386,Dharmapuri,12.1357,78.1603,State Road,107.39,1.43
Krishnagiri,12.5192,78.2138,Kanchipuram,12.8342,79.7036,Highway,217.69,4.52
Nagercoil,8.1773,77.4344,Tirunelveli,8.7139,77.7567,State Road,344.49,5.81
Pudukkottai,10.3833,78.8167,Dharmapuri,12.1357,78.1603,State Road,63.04,0.93
Dindigul,10.3624,77.9695,Nagercoil,8.1773,77.4344,Local Road,96.9,1.97
Coimbatore,11.0168,76.9558,Nagercoil,8.1773,77.4344,State Road,476.15,7.05
Tirunelveli,8.7139,77.7567,Vellore,12.9165,79.1325,Local Road,260.06,4.71
Vellore,12.9165,79.1325,Pudukkottai,10.3833,78.8167,State Road,388.64,6.34
Cuddalore,11.7447,79.768,Karur,10.9601,78.0766,Highway,113.56,1.72
Coimbatore,11.0168,76.9558,Karur,10.9601,78.0766,Local Road,223.01,3.37
Tirunelveli,8.7139,77.7567,Vellore,12.9165,79.1325,Local Road,349.01,6.03
Karur,10.9601,78.0766,Coimbatore,11.0168,76.9558,State Road,176.93,2.47
Coimbatore,11.0168,76.9558,Salem,11.6643,78.146,Local Road,111.12,2.39
Sivakasi,9.4486,77.7984,Thoothukudi,8.7642,78.1348,Highway,465.69,6.08
Cuddalore,11.7447,79.768,Dharmapuri,12.1357,78.1603,State Road,238.43,3.99
Coimbatore,11.0168,76.9558,Thoothukudi,8.7642,78.1348,Local Road,496.65,6.42
Thanjavur,10.7867,79.1386,Coimbatore,11.0168,76.9558,Local Road,181.42,2.41
Nagercoil,8.1773,77.4344,Chennai,13.0827,80.2707,Local Road,252.54,3.28
Krishnagiri,12.5192,78.2138,Sivakasi,9.4486,77.7984,State Road,186.84,2.41
Coimbatore,11.0168,76.9558,Thoothukudi,8.7642,78.1348,Local Road,376.99,7.67
Thoothukudi,8.7642,78.1348,Karur,10.9601,78.0766,State Road,177.84,3.39
Karur,10.9601,78.0766,Erode,11.341,77.7172,State Road,418.87,6.05
Karur,10.9601,78.0766,Salem,11.6643,78.146,State Road,355.66,7.7
Coimbatore,11.0168,76.9558,Chennai,13.0827,80.2707,State Road,113.29,1.55
Salem,11.6643,78.146,Thoothukudi,8.7642,78.1348,Highway,70.61,0.96
Madurai,9.9252,78.1198,Dharmapuri,12.1357,78.1603,Highway,205.02,4.9
Pudukkottai,10.3833,78.8167,Tiruchirappalli,10.7905,78.7047,Highway,264.94,4.99
Vellore,12.9165,79.1325,Pudukkottai,10.3833,78.8167,State Road,246.77,4.63
Tiruchirappalli,10.7905,78.7047,Tirunelveli,8.7139,77.7567,State Road,305.02,7.12
Nagercoil,8.1773,77.4344,Thoothukudi,8.7642,78.1348,Highway,399.68,5.71
Dharmapuri,12.1357,78.1603,Nagercoil,8.1773,77.4344,Highway,165.94,3.31
Tirunelveli,8.7139,77.7567,Salem,11.6643,78.146,Highway,50.28,1.11
Thoothukudi,8.7642,78.1348,Dindigul,10.3624,77.9695,State Road,197.7,3.39
Coimbatore,11.0168,76.9558,Thanjavur,10.7867,79.1386,Local Road,231.38,3.47
Erode,11.341,77.7172,Cuddalore,11.7447,79.768,State Road,465.77,6.55
Madurai,9.9252,78.1198,Chennai,13.0827,80.2707,Local Road,117.47,2.76
Thanjavur,10.7867,79.1386,Sivakasi,9.4486,77.7984,State Road,495.59,6.6
